,code,description,category,last_updated
3729,I071,Tricuspid insufficiency,Rheumatic tricuspid valve diseases,2025-09-07
3730,I072,Tricuspid stenosis with insufficiency,Rheumatic tricuspid valve diseases,2025-09-07
3731,I078,Other tricuspid valve diseases,Rheumatic tricuspid valve diseases,2025-09-07
3732,I079,"Tricuspid valve disease, unspecified",Rheumatic tricuspid valve diseases,2025-09-07
3733,I08,Multiple valve diseases,Multiple valve diseases,2025-09-07
3734,I080,Disorders of both mitral and aortic valves,Multiple valve diseases,2025-09-07
3735,I081,Disorders of both mitral and tricuspid valves,Multiple valve diseases,2025-09-07
3736,I082,Disorders of both aortic and tricuspid valves,Multiple valve diseases,2025-09-07
3737,I083,"Combined disorders of mitral, aortic and tricuspid valves",Multiple valve diseases,2025-09-07
3738,I088,Other multiple valve diseases,Multiple valve diseases,2025-09-07
3739,I089,"Multiple valve disease, unspecified",Multiple valve diseases,2025-09-07
3740,I09,Other rheumatic heart diseases,Other rheumatic heart diseases,2025-09-07
3741,I090,Rheumatic myocarditis,Other rheumatic heart diseases,2025-09-07
3742,I091,"Rheumatic diseases of endocardium, valve unspecified",Other rheumatic heart diseases,2025-09-07
3743,I092,Chronic rheumatic pericarditis,Other rheumatic heart diseases,2025-09-07
3744,I098,Other specified rheumatic heart diseases,Other rheumatic heart diseases,2025-09-07
3745,I099,"Rheumatic heart disease, unspecified",Other rheumatic heart diseases,2025-09-07
3746,I10,Essential (primary) hypertension,Essential (primary) hypertension,2025-09-07
3747,I11,Hypertensive heart disease,Hypertensive heart disease,2025-09-07
3748,I110,Hypertensive heart disease with (congestive) heart failure,Hypertensive heart disease,2025-09-07
3749,I119,Hypertensive heart disease without (congestive) heart failure,Hypertensive heart disease,2025-09-07
3750,I12,Hypertensive renal disease,Hypertensive renal disease,2025-09-07
3751,I120,Hypertensive renal disease with renal failure,Hypertensive renal disease,2025-09-07
3752,I129,Hypertensive renal disease without renal failure,Hypertensive renal disease,2025-09-07
3753,I13,Hypertensive heart and renal disease,Hypertensive heart and renal disease,2025-09-07
3754,I130,Hypertensive heart and renal disease with (congestive) heart failure,Hypertensive heart and renal disease,2025-09-07
3755,I131,Hypertensive heart and renal disease with renal failure,Hypertensive heart and renal disease,2025-09-07
3756,I132,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Hypertensive heart and renal disease,2025-09-07
3757,I139,"Hypertensive heart and renal disease, unspecified",Hypertensive heart and renal disease,2025-09-07
3758,I15,Secondary hypertension,Secondary hypertension,2025-09-07
3759,I150,Renovascular hypertension,Secondary hypertension,2025-09-07
3760,I151,Hypertension secondary to other renal disorders,Secondary hypertension,2025-09-07
3761,I152,Hypertension secondary to endocrine disorders,Secondary hypertension,2025-09-07
3762,I158,Other secondary hypertension,Secondary hypertension,2025-09-07
3763,I159,"Secondary hypertension, unspecified",Secondary hypertension,2025-09-07
3764,I20,Angina pectoris,Angina pectoris,2025-09-07
3765,I200,Unstable angina,Angina pectoris,2025-09-07
3766,I201,Angina pectoris with documented spasm,Angina pectoris,2025-09-07
3767,I208,Other forms of angina pectoris,Angina pectoris,2025-09-07
3768,I209,"Angina pectoris, unspecified",Angina pectoris,2025-09-07
3769,I21,Acute myocardial infarction,Acute myocardial infarction,2025-09-07
3770,I210,Acute transmural myocardial infarction of anterior wall,Acute myocardial infarction,2025-09-07
3771,I211,Acute transmural myocardial infarction of inferior wall,Acute myocardial infarction,2025-09-07
3772,I212,Acute transmural myocardial infarction of other sites,Acute myocardial infarction,2025-09-07
3773,I213,Acute transmural myocardial infarction of unspecified site,Acute myocardial infarction,2025-09-07
3774,I214,Acute subendocardial myocardial infarction,Acute myocardial infarction,2025-09-07
3775,I219,"Acute myocardial infarction, unspecified",Acute myocardial infarction,2025-09-07
3776,I22,Subsequent myocardial infarction,Subsequent myocardial infarction,2025-09-07
3777,I220,Subsequent myocardial infarction of anterior wall,Subsequent myocardial infarction,2025-09-07
3778,I221,Subsequent myocardial infarction of inferior wall,Subsequent myocardial infarction,2025-09-07
3779,I228,Subsequent myocardial infarction of other sites,Subsequent myocardial infarction,2025-09-07
3780,I229,Subsequent myocardial infarction of unspecified site,Subsequent myocardial infarction,2025-09-07
3781,I23,Certain current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3782,I230,Haemopericardium as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3783,I231,Atrial septal defect as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3784,I232,Ventricular septal defect as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3785,I233,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3786,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3787,I235,Rupture of papillary muscle as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3788,I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",Certain current complications following acute myocardial infarction,2025-09-07
3789,I238,Other current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,2025-09-07
3790,I24,Other acute ischaemic heart diseases,Other acute ischaemic heart diseases,2025-09-07
3791,I240,Coronary thrombosis not resulting in myocardial infarction,Other acute ischaemic heart diseases,2025-09-07
3792,I241,Dressler syndrome,Other acute ischaemic heart diseases,2025-09-07
3793,I248,Other forms of acute ischaemic heart disease,Other acute ischaemic heart diseases,2025-09-07
3794,I249,"Acute ischaemic heart disease, unspecified",Other acute ischaemic heart diseases,2025-09-07
3795,I25,Chronic ischaemic heart disease,Chronic ischaemic heart disease,2025-09-07
3796,I250,"Atherosclerotic cardiovascular disease, so described",Chronic ischaemic heart disease,2025-09-07
3797,I251,Atherosclerotic heart disease,Chronic ischaemic heart disease,2025-09-07
3798,I252,Old myocardial infarction,Chronic ischaemic heart disease,2025-09-07
3799,I253,Aneurysm of heart,Chronic ischaemic heart disease,2025-09-07
3800,I254,Coronary artery aneurysm and dissection,Chronic ischaemic heart disease,2025-09-07
3801,I255,Ischaemic cardiomyopathy,Chronic ischaemic heart disease,2025-09-07
3802,I256,Silent myocardial ischaemia,Chronic ischaemic heart disease,2025-09-07
3803,I258,Other forms of chronic ischaemic heart disease,Chronic ischaemic heart disease,2025-09-07
3804,I259,"Chronic ischaemic heart disease, unspecified",Chronic ischaemic heart disease,2025-09-07
3805,I26,Pulmonary embolism,Pulmonary embolism,2025-09-07
3806,I260,Pulmonary embolism with mention of acute cor pulmonale,Pulmonary embolism,2025-09-07
3807,I269,Pulmonary embolism without mention of acute cor pulmonale,Pulmonary embolism,2025-09-07
3808,I27,Other pulmonary heart diseases,Other pulmonary heart diseases,2025-09-07
3809,I270,Primary pulmonary hypertension,Other pulmonary heart diseases,2025-09-07
3810,I271,Kyphoscoliotic heart disease,Other pulmonary heart diseases,2025-09-07
3811,I272,Other secondary pulmonary hypertension,Other pulmonary heart diseases,2025-09-07
3812,I278,Other specified pulmonary heart diseases,Other pulmonary heart diseases,2025-09-07
3813,I279,"Pulmonary heart disease, unspecified",Other pulmonary heart diseases,2025-09-07
3814,I28,Other diseases of pulmonary vessels,Other diseases of pulmonary vessels,2025-09-07
3815,I280,Arteriovenous fistula of pulmonary vessels,Other diseases of pulmonary vessels,2025-09-07
3816,I281,Aneurysm of pulmonary artery,Other diseases of pulmonary vessels,2025-09-07
3817,I288,Other specified diseases of pulmonary vessels,Other diseases of pulmonary vessels,2025-09-07
3818,I289,"Disease of pulmonary vessels, unspecified",Other diseases of pulmonary vessels,2025-09-07
3819,I30,Acute pericarditis,Acute pericarditis,2025-09-07
3820,I300,Acute nonspecific idiopathic pericarditis,Acute pericarditis,2025-09-07
3821,I301,Infective pericarditis,Acute pericarditis,2025-09-07
3822,I308,Other forms of acute pericarditis,Acute pericarditis,2025-09-07
3823,I309,"Acute pericarditis, unspecified",Acute pericarditis,2025-09-07
3824,I31,Other diseases of pericardium,Other diseases of pericardium,2025-09-07
3825,I310,Chronic adhesive pericarditis,Other diseases of pericardium,2025-09-07
3826,I311,Chronic constrictive pericarditis,Other diseases of pericardium,2025-09-07
3827,I312,"Haemopericardium, not elsewhere classified",Other diseases of pericardium,2025-09-07
3828,I313,Pericardial effusion (noninflammatory),Other diseases of pericardium,2025-09-07
3829,I318,Other specified diseases of pericardium,Other diseases of pericardium,2025-09-07
3830,I319,"Disease of pericardium, unspecified",Other diseases of pericardium,2025-09-07
3831,I32,Pericarditis in diseases classified elsewhere,Pericarditis in diseases classified elsewhere,2025-09-07
3832,I320,Pericarditis in bacterial diseases classified elsewhere,Pericarditis in diseases classified elsewhere,2025-09-07
3833,I321,Pericarditis in other infectious and parasitic diseases classified elsewhere,Pericarditis in diseases classified elsewhere,2025-09-07
3834,I328,Pericarditis in other diseases classified elsewhere,Pericarditis in diseases classified elsewhere,2025-09-07
3835,I33,Acute and subacute endocarditis,Acute and subacute endocarditis,2025-09-07
3836,I330,Acute and subacute infective endocarditis,Acute and subacute endocarditis,2025-09-07
3837,I339,"Acute endocarditis, unspecified",Acute and subacute endocarditis,2025-09-07
3838,I34,Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,2025-09-07
3839,I340,Mitral (valve) insufficiency,Nonrheumatic mitral valve disorders,2025-09-07
3840,I341,Mitral (valve) prolapse,Nonrheumatic mitral valve disorders,2025-09-07
3841,I342,Nonrheumatic mitral (valve) stenosis,Nonrheumatic mitral valve disorders,2025-09-07
3842,I348,Other nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,2025-09-07
3843,I349,"Nonrheumatic mitral valve disorder, unspecified",Nonrheumatic mitral valve disorders,2025-09-07
3844,I35,Nonrheumatic aortic valve disorders,Nonrheumatic aortic valve disorders,2025-09-07
3845,I350,Aortic (valve) stenosis,Nonrheumatic aortic valve disorders,2025-09-07
3846,I351,Aortic (valve) insufficiency,Nonrheumatic aortic valve disorders,2025-09-07
3847,I352,Aortic (valve) stenosis with insufficiency,Nonrheumatic aortic valve disorders,2025-09-07
3848,I358,Other aortic valve disorders,Nonrheumatic aortic valve disorders,2025-09-07
3849,I359,"Aortic valve disorder, unspecified",Nonrheumatic aortic valve disorders,2025-09-07
3850,I36,Nonrheumatic tricuspid valve disorders,Nonrheumatic tricuspid valve disorders,2025-09-07
3851,I360,Nonrheumatic tricuspid (valve) stenosis,Nonrheumatic tricuspid valve disorders,2025-09-07
3852,I361,Nonrheumatic tricuspid (valve) insufficiency,Nonrheumatic tricuspid valve disorders,2025-09-07
3853,I362,Nonrheumatic tricuspid (valve) stenosis with insufficiency,Nonrheumatic tricuspid valve disorders,2025-09-07
3854,I368,Other nonrheumatic tricuspid valve disorders,Nonrheumatic tricuspid valve disorders,2025-09-07
3855,I369,"Nonrheumatic tricuspid valve disorder, unspecified",Nonrheumatic tricuspid valve disorders,2025-09-07
3856,I37,Pulmonary valve disorders,Pulmonary valve disorders,2025-09-07
3857,I370,Pulmonary valve stenosis,Pulmonary valve disorders,2025-09-07
3858,I371,Pulmonary valve insufficiency,Pulmonary valve disorders,2025-09-07
3859,I372,Pulmonary valve stenosis with insufficiency,Pulmonary valve disorders,2025-09-07
3860,I378,Other pulmonary valve disorders,Pulmonary valve disorders,2025-09-07
3861,I379,"Pulmonary valve disorder, unspecified",Pulmonary valve disorders,2025-09-07
3862,I38,"Endocarditis, valve unspecified","Endocarditis, valve unspecified",2025-09-07
3863,I39,Endocarditis and heart valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,2025-09-07
3864,I390,Mitral valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,2025-09-07
3865,I391,Aortic valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,2025-09-07
3866,I392,Tricuspid valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,2025-09-07
3867,I393,Pulmonary valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,2025-09-07
3868,I394,Multiple valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,2025-09-07
